question,intent
"for review, is this portfolio high risk",PORTFOLIO_RISK_SUMMARY
"for review, justify including M&M",EXPLAIN_STOCK_INCLUSION
"for review, justify leaving out M&M",EXPLAIN_STOCK_EXCLUSION
"for review, play some music",UNKNOWN
"for review, reason for excluding HDFCBANK",EXPLAIN_STOCK_EXCLUSION
"for review, reason for holding HDFCBANK",EXPLAIN_STOCK_INCLUSION
"for review, reoptimize after a 25% decline",HYPOTHETICAL_SHOCK
"for review, run a declines scenario",HYPOTHETICAL_SHOCK
"for review, run an inflation shock",HYPOTHETICAL_SHOCK
"for review, set an alarm",UNKNOWN
"for review, show a real market shock result",HYPOTHETICAL_SHOCK
"for review, show movie times",UNKNOWN
"for review, show my sharpe and volatility",PORTFOLIO_RISK_SUMMARY
"for review, show stock and sector concentration",DIVERSIFICATION_QUESTION
"for review, simulate a 20% market declines",HYPOTHETICAL_SHOCK
"for review, simulate an interest rate increase",HYPOTHETICAL_SHOCK
"for review, stress test a market crashes",HYPOTHETICAL_SHOCK
"for review, stress the Automobile sector",HYPOTHETICAL_SHOCK
"for review, summarize my portfolio risk",PORTFOLIO_RISK_SUMMARY
"for review, summarize the optimization decision",ALLOCATION_RATIONALE
"for review, summarize why this portfolio was chosen",ALLOCATION_RATIONALE
"for review, tell me a joke",UNKNOWN
"for review, tell me about sector diversification",DIVERSIFICATION_QUESTION
"for review, tell me the risk metrics",PORTFOLIO_RISK_SUMMARY
"for review, tell me why ITC is excluded",EXPLAIN_STOCK_EXCLUSION
"for review, tell me why ITC is included",EXPLAIN_STOCK_INCLUSION
"for review, translate this sentence",UNKNOWN
"for review, what determined the allocation",ALLOCATION_RATIONALE
"for review, what does analytics say about risk",PORTFOLIO_RISK_SUMMARY
"for review, what does the diversification metric mean",DIVERSIFICATION_QUESTION
"for review, what drove these weights",ALLOCATION_RATIONALE
"for review, what happens during a crash",HYPOTHETICAL_SHOCK
"for review, what if inflation rises 5%",HYPOTHETICAL_SHOCK
"for review, what if interest rates rise 20%",HYPOTHETICAL_SHOCK
"for review, what if the Financial Services sector crashes",HYPOTHETICAL_SHOCK
"for review, what if the market falls",HYPOTHETICAL_SHOCK
"for review, what is my portfolio diversity",DIVERSIFICATION_QUESTION
"for review, what is my volatility",PORTFOLIO_RISK_SUMMARY
"for review, what is quantum physics",UNKNOWN
"for review, what is the capital of france",UNKNOWN
"for review, what is the concentration level",DIVERSIFICATION_QUESTION
"for review, what is the exclusion rationale for AXISBANK",EXPLAIN_STOCK_EXCLUSION
"for review, what is the inclusion rationale for AXISBANK",EXPLAIN_STOCK_INCLUSION
"for review, what is the logic behind the allocation",ALLOCATION_RATIONALE
"for review, what is the maximum drawdown",PORTFOLIO_RISK_SUMMARY
"for review, what is the realized risk",PORTFOLIO_RISK_SUMMARY
"for review, what is the weather today",UNKNOWN
"for review, what is your favorite color",UNKNOWN
"for review, what kept RELIANCE out",EXPLAIN_STOCK_EXCLUSION
"for review, what losses did the backtest show",PORTFOLIO_RISK_SUMMARY
"for review, what made RELIANCE get selected",EXPLAIN_STOCK_INCLUSION
"for review, what prevented a BHARTIARTL position",EXPLAIN_STOCK_EXCLUSION
"for review, what supports the BHARTIARTL position",EXPLAIN_STOCK_INCLUSION
"for review, who won the football match",UNKNOWN
"for review, why are the weights like this",ALLOCATION_RATIONALE
"for review, why did I get these holdings",ALLOCATION_RATIONALE
"for review, why did the optimizer choose DIVISLAB",EXPLAIN_STOCK_INCLUSION
"for review, why did the optimizer reject DIVISLAB",EXPLAIN_STOCK_EXCLUSION
"for review, why did you exclude MARUTI",EXPLAIN_STOCK_EXCLUSION
"for review, why did you include MARUTI",EXPLAIN_STOCK_INCLUSION
"for review, why does my allocation contain INFY",EXPLAIN_STOCK_INCLUSION
"for review, why does my allocation omit INFY",EXPLAIN_STOCK_EXCLUSION
"for review, why is BPCL missing from my holdings",EXPLAIN_STOCK_EXCLUSION
"for review, why is BPCL one of my holdings",EXPLAIN_STOCK_INCLUSION
"for review, why is INDUSINDBK in my portfolio",EXPLAIN_STOCK_INCLUSION
"for review, why is INDUSINDBK not in my portfolio",EXPLAIN_STOCK_EXCLUSION
"for review, why is money allocated to WIPRO",EXPLAIN_STOCK_INCLUSION
"for review, why is no money allocated to WIPRO",EXPLAIN_STOCK_EXCLUSION
"for review, why is the portfolio allocated this way",ALLOCATION_RATIONALE
"for review, why this combination of stocks",ALLOCATION_RATIONALE
"for review, why was TCS bought",EXPLAIN_STOCK_INCLUSION
"for review, why was TCS not selected",EXPLAIN_STOCK_EXCLUSION
"for review, write an email for me",UNKNOWN
"for this snapshot, am I well diversified",DIVERSIFICATION_QUESTION
"for this snapshot, book a restaurant",UNKNOWN
"for this snapshot, describe diversification",DIVERSIFICATION_QUESTION
"for this snapshot, describe the portfolio construction",ALLOCATION_RATIONALE
"for this snapshot, describe the portfolio risk level",PORTFOLIO_RISK_SUMMARY
"for this snapshot, do I hold enough different assets",DIVERSIFICATION_QUESTION
"for this snapshot, explain my diversification score",DIVERSIFICATION_QUESTION
"for this snapshot, explain my risk numbers",PORTFOLIO_RISK_SUMMARY
"for this snapshot, explain the overall allocation",ALLOCATION_RATIONALE
"for this snapshot, explain the overall investment mix",ALLOCATION_RATIONALE
"for this snapshot, explain the rejection of WIPRO",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, explain the selected mix",ALLOCATION_RATIONALE
"for this snapshot, explain the selection of WIPRO",EXPLAIN_STOCK_INCLUSION
"for this snapshot, explain why we do not own RELIANCE",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, explain why we own RELIANCE",EXPLAIN_STOCK_INCLUSION
"for this snapshot, give me a risk summary",PORTFOLIO_RISK_SUMMARY
"for this snapshot, give me the concentration breakdown",DIVERSIFICATION_QUESTION
"for this snapshot, give me the portfolio rationale",ALLOCATION_RATIONALE
"for this snapshot, give me world news",UNKNOWN
"for this snapshot, help me buy a phone",UNKNOWN
"for this snapshot, how balanced is the portfolio",DIVERSIFICATION_QUESTION
"for this snapshot, how did the optimizer allocate my money",ALLOCATION_RATIONALE
"for this snapshot, how diversified is my portfolio",DIVERSIFICATION_QUESTION
"for this snapshot, how do I bake bread",UNKNOWN
"for this snapshot, how does the portfolio change in a crash",HYPOTHETICAL_SHOCK
"for this snapshot, how much risk am I taking",PORTFOLIO_RISK_SUMMARY
"for this snapshot, how risky is my portfolio",PORTFOLIO_RISK_SUMMARY
"for this snapshot, how spread out are my investments",DIVERSIFICATION_QUESTION
"for this snapshot, how volatile are these holdings",PORTFOLIO_RISK_SUMMARY
"for this snapshot, how would a 20% crash affect me",HYPOTHETICAL_SHOCK
"for this snapshot, is my allocation concentrated",DIVERSIFICATION_QUESTION
"for this snapshot, is one sector dominating",DIVERSIFICATION_QUESTION
"for this snapshot, is this portfolio high risk",PORTFOLIO_RISK_SUMMARY
"for this snapshot, justify including ASIANPAINT",EXPLAIN_STOCK_INCLUSION
"for this snapshot, justify leaving out ASIANPAINT",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, play some music",UNKNOWN
"for this snapshot, reason for excluding HINDALCO",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, reason for holding HINDALCO",EXPLAIN_STOCK_INCLUSION
"for this snapshot, reoptimize after a 20% decline",HYPOTHETICAL_SHOCK
"for this snapshot, run a drops scenario",HYPOTHETICAL_SHOCK
"for this snapshot, run an inflation shock",HYPOTHETICAL_SHOCK
"for this snapshot, set an alarm",UNKNOWN
"for this snapshot, show a real market shock result",HYPOTHETICAL_SHOCK
"for this snapshot, show movie times",UNKNOWN
"for this snapshot, show my sharpe and volatility",PORTFOLIO_RISK_SUMMARY
"for this snapshot, show stock and sector concentration",DIVERSIFICATION_QUESTION
"for this snapshot, simulate a 15% market drops",HYPOTHETICAL_SHOCK
"for this snapshot, simulate an interest rate increase",HYPOTHETICAL_SHOCK
"for this snapshot, stress test a market falls",HYPOTHETICAL_SHOCK
"for this snapshot, stress the Financial Services sector",HYPOTHETICAL_SHOCK
"for this snapshot, summarize my portfolio risk",PORTFOLIO_RISK_SUMMARY
"for this snapshot, summarize the optimization decision",ALLOCATION_RATIONALE
"for this snapshot, summarize why this portfolio was chosen",ALLOCATION_RATIONALE
"for this snapshot, tell me a joke",UNKNOWN
"for this snapshot, tell me about sector diversification",DIVERSIFICATION_QUESTION
"for this snapshot, tell me the risk metrics",PORTFOLIO_RISK_SUMMARY
"for this snapshot, tell me why SUNPHARMA is excluded",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, tell me why SUNPHARMA is included",EXPLAIN_STOCK_INCLUSION
"for this snapshot, translate this sentence",UNKNOWN
"for this snapshot, what determined the allocation",ALLOCATION_RATIONALE
"for this snapshot, what does analytics say about risk",PORTFOLIO_RISK_SUMMARY
"for this snapshot, what does the diversification metric mean",DIVERSIFICATION_QUESTION
"for this snapshot, what drove these weights",ALLOCATION_RATIONALE
"for this snapshot, what happens during a crash",HYPOTHETICAL_SHOCK
"for this snapshot, what if inflation rises 25%",HYPOTHETICAL_SHOCK
"for this snapshot, what if interest rates rise 15%",HYPOTHETICAL_SHOCK
"for this snapshot, what if the Energy sector crashes",HYPOTHETICAL_SHOCK
"for this snapshot, what if the market declines",HYPOTHETICAL_SHOCK
"for this snapshot, what is my portfolio diversity",DIVERSIFICATION_QUESTION
"for this snapshot, what is my volatility",PORTFOLIO_RISK_SUMMARY
"for this snapshot, what is quantum physics",UNKNOWN
"for this snapshot, what is the capital of france",UNKNOWN
"for this snapshot, what is the concentration level",DIVERSIFICATION_QUESTION
"for this snapshot, what is the exclusion rationale for MARUTI",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, what is the inclusion rationale for MARUTI",EXPLAIN_STOCK_INCLUSION
"for this snapshot, what is the logic behind the allocation",ALLOCATION_RATIONALE
"for this snapshot, what is the maximum drawdown",PORTFOLIO_RISK_SUMMARY
"for this snapshot, what is the realized risk",PORTFOLIO_RISK_SUMMARY
"for this snapshot, what is the weather today",UNKNOWN
"for this snapshot, what is your favorite color",UNKNOWN
"for this snapshot, what kept AXISBANK out",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, what losses did the backtest show",PORTFOLIO_RISK_SUMMARY
"for this snapshot, what made AXISBANK get selected",EXPLAIN_STOCK_INCLUSION
"for this snapshot, what prevented a NTPC position",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, what supports the NTPC position",EXPLAIN_STOCK_INCLUSION
"for this snapshot, who won the football match",UNKNOWN
"for this snapshot, why are the weights like this",ALLOCATION_RATIONALE
"for this snapshot, why did I get these holdings",ALLOCATION_RATIONALE
"for this snapshot, why did the optimizer choose LTIM",EXPLAIN_STOCK_INCLUSION
"for this snapshot, why did the optimizer reject LTIM",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, why did you exclude M&M",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, why did you include M&M",EXPLAIN_STOCK_INCLUSION
"for this snapshot, why does my allocation contain EICHERMOT",EXPLAIN_STOCK_INCLUSION
"for this snapshot, why does my allocation omit EICHERMOT",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, why is DIVISLAB in my portfolio",EXPLAIN_STOCK_INCLUSION
"for this snapshot, why is DIVISLAB not in my portfolio",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, why is TATASTEEL missing from my holdings",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, why is TATASTEEL one of my holdings",EXPLAIN_STOCK_INCLUSION
"for this snapshot, why is money allocated to INDUSINDBK",EXPLAIN_STOCK_INCLUSION
"for this snapshot, why is no money allocated to INDUSINDBK",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, why is the portfolio allocated this way",ALLOCATION_RATIONALE
"for this snapshot, why this combination of stocks",ALLOCATION_RATIONALE
"for this snapshot, why was BPCL bought",EXPLAIN_STOCK_INCLUSION
"for this snapshot, why was BPCL not selected",EXPLAIN_STOCK_EXCLUSION
"for this snapshot, write an email for me",UNKNOWN
"from stored results, am I well diversified",DIVERSIFICATION_QUESTION
"from stored results, book a restaurant",UNKNOWN
"from stored results, describe diversification",DIVERSIFICATION_QUESTION
"from stored results, describe the portfolio construction",ALLOCATION_RATIONALE
"from stored results, describe the portfolio risk level",PORTFOLIO_RISK_SUMMARY
"from stored results, do I hold enough different assets",DIVERSIFICATION_QUESTION
"from stored results, explain my diversification score",DIVERSIFICATION_QUESTION
"from stored results, explain my risk numbers",PORTFOLIO_RISK_SUMMARY
"from stored results, explain the overall allocation",ALLOCATION_RATIONALE
"from stored results, explain the overall investment mix",ALLOCATION_RATIONALE
"from stored results, explain the rejection of ASIANPAINT",EXPLAIN_STOCK_EXCLUSION
"from stored results, explain the selected mix",ALLOCATION_RATIONALE
"from stored results, explain the selection of ASIANPAINT",EXPLAIN_STOCK_INCLUSION
"from stored results, explain why we do not own WIPRO",EXPLAIN_STOCK_EXCLUSION
"from stored results, explain why we own WIPRO",EXPLAIN_STOCK_INCLUSION
"from stored results, give me a risk summary",PORTFOLIO_RISK_SUMMARY
"from stored results, give me the concentration breakdown",DIVERSIFICATION_QUESTION
"from stored results, give me the portfolio rationale",ALLOCATION_RATIONALE
"from stored results, give me world news",UNKNOWN
"from stored results, help me buy a phone",UNKNOWN
"from stored results, how balanced is the portfolio",DIVERSIFICATION_QUESTION
"from stored results, how did the optimizer allocate my money",ALLOCATION_RATIONALE
"from stored results, how diversified is my portfolio",DIVERSIFICATION_QUESTION
"from stored results, how do I bake bread",UNKNOWN
"from stored results, how does the portfolio change in a crash",HYPOTHETICAL_SHOCK
"from stored results, how much risk am I taking",PORTFOLIO_RISK_SUMMARY
"from stored results, how risky is my portfolio",PORTFOLIO_RISK_SUMMARY
"from stored results, how spread out are my investments",DIVERSIFICATION_QUESTION
"from stored results, how volatile are these holdings",PORTFOLIO_RISK_SUMMARY
"from stored results, how would a 10% crash affect me",HYPOTHETICAL_SHOCK
"from stored results, is my allocation concentrated",DIVERSIFICATION_QUESTION
"from stored results, is one sector dominating",DIVERSIFICATION_QUESTION
"from stored results, is this portfolio high risk",PORTFOLIO_RISK_SUMMARY
"from stored results, justify including ITC",EXPLAIN_STOCK_INCLUSION
"from stored results, justify leaving out ITC",EXPLAIN_STOCK_EXCLUSION
"from stored results, play some music",UNKNOWN
"from stored results, reason for excluding TATASTEEL",EXPLAIN_STOCK_EXCLUSION
"from stored results, reason for holding TATASTEEL",EXPLAIN_STOCK_INCLUSION
"from stored results, reoptimize after a 10% decline",HYPOTHETICAL_SHOCK
"from stored results, run a drops scenario",HYPOTHETICAL_SHOCK
"from stored results, run an inflation shock",HYPOTHETICAL_SHOCK
"from stored results, set an alarm",UNKNOWN
"from stored results, show a real market shock result",HYPOTHETICAL_SHOCK
"from stored results, show movie times",UNKNOWN
"from stored results, show my sharpe and volatility",PORTFOLIO_RISK_SUMMARY
"from stored results, show stock and sector concentration",DIVERSIFICATION_QUESTION
"from stored results, simulate a 5% market drops",HYPOTHETICAL_SHOCK
"from stored results, simulate an interest rate increase",HYPOTHETICAL_SHOCK
"from stored results, stress test a market falls",HYPOTHETICAL_SHOCK
"from stored results, stress the IT sector",HYPOTHETICAL_SHOCK
"from stored results, summarize my portfolio risk",PORTFOLIO_RISK_SUMMARY
"from stored results, summarize the optimization decision",ALLOCATION_RATIONALE
"from stored results, summarize why this portfolio was chosen",ALLOCATION_RATIONALE
"from stored results, tell me a joke",UNKNOWN
"from stored results, tell me about sector diversification",DIVERSIFICATION_QUESTION
"from stored results, tell me the risk metrics",PORTFOLIO_RISK_SUMMARY
"from stored results, tell me why TCS is excluded",EXPLAIN_STOCK_EXCLUSION
"from stored results, tell me why TCS is included",EXPLAIN_STOCK_INCLUSION
"from stored results, translate this sentence",UNKNOWN
"from stored results, what determined the allocation",ALLOCATION_RATIONALE
"from stored results, what does analytics say about risk",PORTFOLIO_RISK_SUMMARY
"from stored results, what does the diversification metric mean",DIVERSIFICATION_QUESTION
"from stored results, what drove these weights",ALLOCATION_RATIONALE
"from stored results, what happens during a crash",HYPOTHETICAL_SHOCK
"from stored results, what if inflation rises 15%",HYPOTHETICAL_SHOCK
"from stored results, what if interest rates rise 5%",HYPOTHETICAL_SHOCK
"from stored results, what if the Pharma sector crashes",HYPOTHETICAL_SHOCK
"from stored results, what if the market declines",HYPOTHETICAL_SHOCK
"from stored results, what is my portfolio diversity",DIVERSIFICATION_QUESTION
"from stored results, what is my volatility",PORTFOLIO_RISK_SUMMARY
"from stored results, what is quantum physics",UNKNOWN
"from stored results, what is the capital of france",UNKNOWN
"from stored results, what is the concentration level",DIVERSIFICATION_QUESTION
"from stored results, what is the exclusion rationale for DIVISLAB",EXPLAIN_STOCK_EXCLUSION
"from stored results, what is the inclusion rationale for DIVISLAB",EXPLAIN_STOCK_INCLUSION
"from stored results, what is the logic behind the allocation",ALLOCATION_RATIONALE
"from stored results, what is the maximum drawdown",PORTFOLIO_RISK_SUMMARY
"from stored results, what is the realized risk",PORTFOLIO_RISK_SUMMARY
"from stored results, what is the weather today",UNKNOWN
"from stored results, what is your favorite color",UNKNOWN
"from stored results, what kept INDUSINDBK out",EXPLAIN_STOCK_EXCLUSION
"from stored results, what losses did the backtest show",PORTFOLIO_RISK_SUMMARY
"from stored results, what made INDUSINDBK get selected",EXPLAIN_STOCK_INCLUSION
"from stored results, what prevented a HDFCBANK position",EXPLAIN_STOCK_EXCLUSION
"from stored results, what supports the HDFCBANK position",EXPLAIN_STOCK_INCLUSION
"from stored results, who won the football match",UNKNOWN
"from stored results, why are the weights like this",ALLOCATION_RATIONALE
"from stored results, why did I get these holdings",ALLOCATION_RATIONALE
"from stored results, why did the optimizer choose INFY",EXPLAIN_STOCK_INCLUSION
"from stored results, why did the optimizer reject INFY",EXPLAIN_STOCK_EXCLUSION
"from stored results, why did you exclude LTIM",EXPLAIN_STOCK_EXCLUSION
"from stored results, why did you include LTIM",EXPLAIN_STOCK_INCLUSION
"from stored results, why does my allocation contain RELIANCE",EXPLAIN_STOCK_INCLUSION
"from stored results, why does my allocation omit RELIANCE",EXPLAIN_STOCK_EXCLUSION
"from stored results, why is M&M missing from my holdings",EXPLAIN_STOCK_EXCLUSION
"from stored results, why is M&M one of my holdings",EXPLAIN_STOCK_INCLUSION
"from stored results, why is NTPC in my portfolio",EXPLAIN_STOCK_INCLUSION
"from stored results, why is NTPC not in my portfolio",EXPLAIN_STOCK_EXCLUSION
"from stored results, why is money allocated to BHARTIARTL",EXPLAIN_STOCK_INCLUSION
"from stored results, why is no money allocated to BHARTIARTL",EXPLAIN_STOCK_EXCLUSION
"from stored results, why is the portfolio allocated this way",ALLOCATION_RATIONALE
"from stored results, why this combination of stocks",ALLOCATION_RATIONALE
"from stored results, why was MARUTI bought",EXPLAIN_STOCK_INCLUSION
"from stored results, why was MARUTI not selected",EXPLAIN_STOCK_EXCLUSION
"from stored results, write an email for me",UNKNOWN
"from the optimizer, am I well diversified",DIVERSIFICATION_QUESTION
"from the optimizer, book a restaurant",UNKNOWN
"from the optimizer, describe diversification",DIVERSIFICATION_QUESTION
"from the optimizer, describe the portfolio construction",ALLOCATION_RATIONALE
"from the optimizer, describe the portfolio risk level",PORTFOLIO_RISK_SUMMARY
"from the optimizer, do I hold enough different assets",DIVERSIFICATION_QUESTION
"from the optimizer, explain my diversification score",DIVERSIFICATION_QUESTION
"from the optimizer, explain my risk numbers",PORTFOLIO_RISK_SUMMARY
"from the optimizer, explain the overall allocation",ALLOCATION_RATIONALE
"from the optimizer, explain the overall investment mix",ALLOCATION_RATIONALE
"from the optimizer, explain the rejection of BPCL",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, explain the selected mix",ALLOCATION_RATIONALE
"from the optimizer, explain the selection of BPCL",EXPLAIN_STOCK_INCLUSION
"from the optimizer, explain why we do not own HDFCBANK",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, explain why we own HDFCBANK",EXPLAIN_STOCK_INCLUSION
"from the optimizer, give me a risk summary",PORTFOLIO_RISK_SUMMARY
"from the optimizer, give me the concentration breakdown",DIVERSIFICATION_QUESTION
"from the optimizer, give me the portfolio rationale",ALLOCATION_RATIONALE
"from the optimizer, give me world news",UNKNOWN
"from the optimizer, help me buy a phone",UNKNOWN
"from the optimizer, how balanced is the portfolio",DIVERSIFICATION_QUESTION
"from the optimizer, how did the optimizer allocate my money",ALLOCATION_RATIONALE
"from the optimizer, how diversified is my portfolio",DIVERSIFICATION_QUESTION
"from the optimizer, how do I bake bread",UNKNOWN
"from the optimizer, how does the portfolio change in a crash",HYPOTHETICAL_SHOCK
"from the optimizer, how much risk am I taking",PORTFOLIO_RISK_SUMMARY
"from the optimizer, how risky is my portfolio",PORTFOLIO_RISK_SUMMARY
"from the optimizer, how spread out are my investments",DIVERSIFICATION_QUESTION
"from the optimizer, how volatile are these holdings",PORTFOLIO_RISK_SUMMARY
"from the optimizer, how would a 5% crash affect me",HYPOTHETICAL_SHOCK
"from the optimizer, is my allocation concentrated",DIVERSIFICATION_QUESTION
"from the optimizer, is one sector dominating",DIVERSIFICATION_QUESTION
"from the optimizer, is this portfolio high risk",PORTFOLIO_RISK_SUMMARY
"from the optimizer, justify including MARUTI",EXPLAIN_STOCK_INCLUSION
"from the optimizer, justify leaving out MARUTI",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, play some music",UNKNOWN
"from the optimizer, reason for excluding SUNPHARMA",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, reason for holding SUNPHARMA",EXPLAIN_STOCK_INCLUSION
"from the optimizer, reoptimize after a 5% decline",HYPOTHETICAL_SHOCK
"from the optimizer, run a falls scenario",HYPOTHETICAL_SHOCK
"from the optimizer, run an inflation shock",HYPOTHETICAL_SHOCK
"from the optimizer, set an alarm",UNKNOWN
"from the optimizer, show a real market shock result",HYPOTHETICAL_SHOCK
"from the optimizer, show movie times",UNKNOWN
"from the optimizer, show my sharpe and volatility",PORTFOLIO_RISK_SUMMARY
"from the optimizer, show stock and sector concentration",DIVERSIFICATION_QUESTION
"from the optimizer, simulate a 25% market falls",HYPOTHETICAL_SHOCK
"from the optimizer, simulate an interest rate increase",HYPOTHETICAL_SHOCK
"from the optimizer, stress test a market drops",HYPOTHETICAL_SHOCK
"from the optimizer, stress the Pharma sector",HYPOTHETICAL_SHOCK
"from the optimizer, summarize my portfolio risk",PORTFOLIO_RISK_SUMMARY
"from the optimizer, summarize the optimization decision",ALLOCATION_RATIONALE
"from the optimizer, summarize why this portfolio was chosen",ALLOCATION_RATIONALE
"from the optimizer, tell me a joke",UNKNOWN
"from the optimizer, tell me about sector diversification",DIVERSIFICATION_QUESTION
"from the optimizer, tell me the risk metrics",PORTFOLIO_RISK_SUMMARY
"from the optimizer, tell me why LTIM is excluded",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, tell me why LTIM is included",EXPLAIN_STOCK_INCLUSION
"from the optimizer, translate this sentence",UNKNOWN
"from the optimizer, what determined the allocation",ALLOCATION_RATIONALE
"from the optimizer, what does analytics say about risk",PORTFOLIO_RISK_SUMMARY
"from the optimizer, what does the diversification metric mean",DIVERSIFICATION_QUESTION
"from the optimizer, what drove these weights",ALLOCATION_RATIONALE
"from the optimizer, what happens during a crash",HYPOTHETICAL_SHOCK
"from the optimizer, what if inflation rises 10%",HYPOTHETICAL_SHOCK
"from the optimizer, what if interest rates rise 25%",HYPOTHETICAL_SHOCK
"from the optimizer, what if the Automobile sector crashes",HYPOTHETICAL_SHOCK
"from the optimizer, what if the market crashes",HYPOTHETICAL_SHOCK
"from the optimizer, what is my portfolio diversity",DIVERSIFICATION_QUESTION
"from the optimizer, what is my volatility",PORTFOLIO_RISK_SUMMARY
"from the optimizer, what is quantum physics",UNKNOWN
"from the optimizer, what is the capital of france",UNKNOWN
"from the optimizer, what is the concentration level",DIVERSIFICATION_QUESTION
"from the optimizer, what is the exclusion rationale for RELIANCE",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, what is the inclusion rationale for RELIANCE",EXPLAIN_STOCK_INCLUSION
"from the optimizer, what is the logic behind the allocation",ALLOCATION_RATIONALE
"from the optimizer, what is the maximum drawdown",PORTFOLIO_RISK_SUMMARY
"from the optimizer, what is the realized risk",PORTFOLIO_RISK_SUMMARY
"from the optimizer, what is the weather today",UNKNOWN
"from the optimizer, what is your favorite color",UNKNOWN
"from the optimizer, what kept HINDALCO out",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, what losses did the backtest show",PORTFOLIO_RISK_SUMMARY
"from the optimizer, what made HINDALCO get selected",EXPLAIN_STOCK_INCLUSION
"from the optimizer, what prevented a ASIANPAINT position",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, what supports the ASIANPAINT position",EXPLAIN_STOCK_INCLUSION
"from the optimizer, who won the football match",UNKNOWN
"from the optimizer, why are the weights like this",ALLOCATION_RATIONALE
"from the optimizer, why did I get these holdings",ALLOCATION_RATIONALE
"from the optimizer, why did the optimizer choose INDUSINDBK",EXPLAIN_STOCK_INCLUSION
"from the optimizer, why did the optimizer reject INDUSINDBK",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, why did you exclude AXISBANK",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, why did you include AXISBANK",EXPLAIN_STOCK_INCLUSION
"from the optimizer, why does my allocation contain NTPC",EXPLAIN_STOCK_INCLUSION
"from the optimizer, why does my allocation omit NTPC",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, why is TCS missing from my holdings",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, why is TCS one of my holdings",EXPLAIN_STOCK_INCLUSION
"from the optimizer, why is WIPRO in my portfolio",EXPLAIN_STOCK_INCLUSION
"from the optimizer, why is WIPRO not in my portfolio",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, why is money allocated to TATASTEEL",EXPLAIN_STOCK_INCLUSION
"from the optimizer, why is no money allocated to TATASTEEL",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, why is the portfolio allocated this way",ALLOCATION_RATIONALE
"from the optimizer, why this combination of stocks",ALLOCATION_RATIONALE
"from the optimizer, why was EICHERMOT bought",EXPLAIN_STOCK_INCLUSION
"from the optimizer, why was EICHERMOT not selected",EXPLAIN_STOCK_EXCLUSION
"from the optimizer, write an email for me",UNKNOWN
give me a risk summary,PORTFOLIO_RISK_SUMMARY
give me the concentration breakdown,DIVERSIFICATION_QUESTION
give me the portfolio rationale,ALLOCATION_RATIONALE
give me world news,UNKNOWN
help me buy a phone,UNKNOWN
help me understand: am I well diversified,DIVERSIFICATION_QUESTION
help me understand: book a restaurant,UNKNOWN
help me understand: describe diversification,DIVERSIFICATION_QUESTION
help me understand: describe the portfolio construction,ALLOCATION_RATIONALE
help me understand: describe the portfolio risk level,PORTFOLIO_RISK_SUMMARY
help me understand: do I hold enough different assets,DIVERSIFICATION_QUESTION
help me understand: explain my diversification score,DIVERSIFICATION_QUESTION
help me understand: explain my risk numbers,PORTFOLIO_RISK_SUMMARY
help me understand: explain the overall allocation,ALLOCATION_RATIONALE
help me understand: explain the overall investment mix,ALLOCATION_RATIONALE
help me understand: explain the rejection of M&M,EXPLAIN_STOCK_EXCLUSION
help me understand: explain the selected mix,ALLOCATION_RATIONALE
help me understand: explain the selection of M&M,EXPLAIN_STOCK_INCLUSION
help me understand: explain why we do not own TATASTEEL,EXPLAIN_STOCK_EXCLUSION
help me understand: explain why we own TATASTEEL,EXPLAIN_STOCK_INCLUSION
help me understand: give me a risk summary,PORTFOLIO_RISK_SUMMARY
help me understand: give me the concentration breakdown,DIVERSIFICATION_QUESTION
help me understand: give me the portfolio rationale,ALLOCATION_RATIONALE
help me understand: give me world news,UNKNOWN
help me understand: help me buy a phone,UNKNOWN
help me understand: how balanced is the portfolio,DIVERSIFICATION_QUESTION
